distance_m,FSPL_dB,gas_absorption_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
1510.0,145.5719640402566,8.758,154.3299640402566,-75.3196640836168,1.0000000000000001e-11,211.92301681006663,1
1520.0,145.62929685328868,8.815999999999999,154.44529685328868,-75.43499689664887,1.0000000000000001e-11,206.36918358489217,1
1530.0,145.68625371074523,8.874,154.56025371074523,-75.54995375410542,1.0000000000000001e-11,200.97829744515985,1
1540.0,145.7428395111225,8.932,154.67483951112249,-75.66453955448267,1.0000000000000001e-11,195.74495741429618,1
1550.0,145.79905905779907,8.99,154.78905905779908,-75.77875910115927,1.0000000000000001e-11,190.6639675349921,1
1560.0,145.85491706148247,9.048,154.90291706148247,-75.89261710484266,1.0000000000000001e-11,185.73032886063922,1
1570.0,145.9104181425779,9.106,155.0164181425779,-76.00611818593808,1.0000000000000001e-11,180.93922183648564,1
1580.0,145.96556683348172,9.164,155.1295668334817,-76.11926687684189,1.0000000000000001e-11,176.28601110477769,1
1590.0,146.02036758080226,9.222,155.24236758080227,-76.23206762416245,1.0000000000000001e-11,171.7662262842026,1
1600.0,146.07482474751174,9.28,155.35482474751174,-76.34452479087193,1.0000000000000001e-11,167.37556677502957,1
1610.0,146.1289426150302,9.338000000000001,155.4669426150302,-76.4566426583904,1.0000000000000001e-11,163.10988093683935,1
1620.0,146.18272538524587,9.396,155.5787253852459,-76.56842542860608,1.0000000000000001e-11,158.96517569880464,1
1630.0,146.23617718247237,9.453999999999999,155.69017718247238,-76.67987722583257,1.0000000000000001e-11,154.93759733913262,1
1640.0,146.2893020553472,9.511999999999999,155.8013020553472,-76.7910020987074,1.0000000000000001e-11,151.0234298833529,1
1650.0,146.34210397867133,9.569999999999999,155.91210397867133,-76.90180402203151,1.0000000000000001e-11,147.2190919008919,1
1660.0,146.39458685519435,9.628,156.02258685519433,-77.01228689855452,1.0000000000000001e-11,143.52113169993422,1
1670.0,146.4467545173449,9.686,156.13275451734492,-77.12245456070511,1.0000000000000001e-11,139.92621451371767,1
1680.0,146.49861072891048,9.744,156.24261072891048,-77.23231077227067,1.0000000000000001e-11,136.43112570396056,1
1690.0,146.5501591866667,9.802,156.35215918666668,-77.34185923002687,1.0000000000000001e-11,133.03276435400946,1
1700.0,146.60140352195873,9.86,156.46140352195874,-77.45110356531893,1.0000000000000001e-11,129.7281368619871,1
1710.0,146.6523473022363,9.918,156.5703473022363,-77.5600473455965,1.0000000000000001e-11,126.5143553390798,1
1720.0,146.7029940325442,9.975999999999999,156.6789940325442,-77.6686940759044,1.0000000000000001e-11,123.38862639754538,1
1730.0,146.75334715696914,10.033999999999999,156.78734715696913,-77.77704720032932,1.0000000000000001e-11,120.34826076099328,1
1740.0,146.80341006004522,10.092,156.89541006004524,-77.88511010340542,1.0000000000000001e-11,117.39065564553941,1
1750.0,146.8531860681191,10.15,157.0031860681191,-77.9928861114793,1.0000000000000001e-11,114.51329956494645,1
1760.0,146.9026784506762,10.208,157.1106784506762,-78.10037849403639,1.0000000000000001e-11,111.71376592377139,1
1770.0,146.95189042162934,10.266,157.21789042162933,-78.20759046498952,1.0000000000000001e-11,108.98970981393944,1
1780.0,147.00082514057112,10.324,157.32482514057114,-78.31452518393132,1.0000000000000001e-11,106.33886481131812,1
1790.0,147.0494857139911,10.382,157.4314857139911,-78.42118575735128,1.0000000000000001e-11,103.7590445774307,1
1800.0,147.09787519645937,10.44,157.53787519645937,-78.52757523981956,1.0000000000000001e-11,101.2481316474641,1
1810.0,147.14599659177696,10.498,157.64399659177695,-78.63369663513714,1.0000000000000001e-11,98.80407903198237,1
1820.0,147.1938528540947,10.556,157.7498528540947,-78.7395528974549,1.0000000000000001e-11,96.42491181864028,1
1830.0,147.2414468890018,10.614,157.8554468890018,-78.84514693236198,1.0000000000000001e-11,94.10871596019093,1
1840.0,147.28878155458398,10.672,157.96078155458397,-78.95048159794416,1.0000000000000001e-11,91.85364147791266,1
1850.0,147.33585966245352,10.73,158.0658596624535,-79.05555970581369,1.0000000000000001e-11,89.65790085989582,1
1860.0,147.38268397875157,10.788,158.17068397875158,-79.16038402211177,1.0000000000000001e-11,87.51976425590352,1
1870.0,147.4292572251232,10.846,158.2752572251232,-79.26495726848339,1.0000000000000001e-11,85.43755467223215,1
1880.0,147.47558207966682,10.904,158.37958207966682,-79.369282123027,1.0000000000000001e-11,83.40965598027762,1
1890.0,147.5216611778581,10.962,158.4836611778581,-79.47336122121828,1.0000000000000001e-11,81.43449689940334,1
1900.0,147.5674971134498,11.02,158.5874971134498,-79.57719715681,1.0000000000000001e-11,79.51056220893304,1
1910.0,147.61309243934778,11.078,158.69109243934778,-79.68079248270797,1.0000000000000001e-11,77.63638313787153,1
1920.0,147.65844966846424,11.136,158.79444966846424,-79.78414971182443,1.0000000000000001e-11,75.81053576319161,1
1930.0,147.70357127454872,11.193999999999999,158.8975712745487,-79.8872713179089,1.0000000000000001e-11,74.03164741668716,1
1940.0,147.74845969299776,11.251999999999999,159.00045969299777,-79.99015973635795,1.0000000000000001e-11,72.29838066784102,1
1950.0,147.7931173216436,11.309999999999999,159.1031173216436,-80.09281736500378,1.0000000000000001e-11,70.60944613753088,1
