distance_m,alpha_Np_per_m,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
1870.0,1.4049629462081452,22820.560241928586,-22790.560241928586,-22651.560241928586,0.001,0.0,1
1880.0,1.4049629462081452,22942.595323436228,-22912.595323436228,-22773.595323436228,0.001,0.0,1
1890.0,1.4049629462081452,23064.630404943866,-23034.630404943866,-22895.630404943866,0.001,0.0,1
1900.0,1.4049629462081452,23186.665486451504,-23156.665486451504,-23017.665486451504,0.001,0.0,1
1910.0,1.4049629462081452,23308.700567959146,-23278.700567959146,-23139.700567959146,0.001,0.0,1
1920.0,1.4049629462081452,23430.735649466784,-23400.735649466784,-23261.735649466784,0.001,0.0,1
1930.0,1.4049629462081452,23552.770730974422,-23522.770730974422,-23383.770730974422,0.001,0.0,1
1940.0,1.4049629462081452,23674.805812482064,-23644.805812482064,-23505.805812482064,0.001,0.0,1
1950.0,1.4049629462081452,23796.8408939897,-23766.8408939897,-23627.8408939897,0.001,0.0,1
1960.0,1.4049629462081452,23918.875975497343,-23888.875975497343,-23749.875975497343,0.001,0.0,1
1970.0,1.4049629462081452,24040.91105700498,-24010.91105700498,-23871.91105700498,0.001,0.0,1
1980.0,1.4049629462081452,24162.94613851262,-24132.94613851262,-23993.94613851262,0.001,0.0,1
1990.0,1.4049629462081452,24284.98122002026,-24254.98122002026,-24115.98122002026,0.001,0.0,1
2000.0,1.4049629462081452,24407.0163015279,-24377.0163015279,-24238.0163015279,0.001,0.0,1
2010.0,1.4049629462081452,24529.05138303554,-24499.05138303554,-24360.05138303554,0.001,0.0,1
2020.0,1.4049629462081452,24651.08646454318,-24621.08646454318,-24482.08646454318,0.001,0.0,1
2030.0,1.4049629462081452,24773.121546050817,-24743.121546050817,-24604.121546050817,0.001,0.0,1
2040.0,1.4049629462081452,24895.15662755846,-24865.15662755846,-24726.15662755846,0.001,0.0,1
2050.0,1.4049629462081452,25017.191709066097,-24987.191709066097,-24848.191709066097,0.001,0.0,1
2060.0,1.4049629462081452,25139.226790573735,-25109.226790573735,-24970.226790573735,0.001,0.0,1
2070.0,1.4049629462081452,25261.261872081377,-25231.261872081377,-25092.261872081377,0.001,0.0,1
2080.0,1.4049629462081452,25383.296953589015,-25353.296953589015,-25214.296953589015,0.001,0.0,1
2090.0,1.4049629462081452,25505.332035096657,-25475.332035096657,-25336.332035096657,0.001,0.0,1
2100.0,1.4049629462081452,25627.367116604295,-25597.367116604295,-25458.367116604295,0.001,0.0,1
2110.0,1.4049629462081452,25749.402198111933,-25719.402198111933,-25580.402198111933,0.001,0.0,1
2120.0,1.4049629462081452,25871.437279619575,-25841.437279619575,-25702.437279619575,0.001,0.0,1
2130.0,1.4049629462081452,25993.472361127213,-25963.472361127213,-25824.472361127213,0.001,0.0,1
2140.0,1.4049629462081452,26115.507442634855,-26085.507442634855,-25946.507442634855,0.001,0.0,1
2150.0,1.4049629462081452,26237.542524142493,-26207.542524142493,-26068.542524142493,0.001,0.0,1
2160.0,1.4049629462081452,26359.57760565013,-26329.57760565013,-26190.57760565013,0.001,0.0,1
2170.0,1.4049629462081452,26481.612687157773,-26451.612687157773,-26312.612687157773,0.001,0.0,1
2180.0,1.4049629462081452,26603.64776866541,-26573.64776866541,-26434.64776866541,0.001,0.0,1
2190.0,1.4049629462081452,26725.68285017305,-26695.68285017305,-26556.68285017305,0.001,0.0,1
2200.0,1.4049629462081452,26847.71793168069,-26817.71793168069,-26678.71793168069,0.001,0.0,1
2210.0,1.4049629462081452,26969.75301318833,-26939.75301318833,-26800.75301318833,0.001,0.0,1
2220.0,1.4049629462081452,27091.78809469597,-27061.78809469597,-26922.78809469597,0.001,0.0,1
2230.0,1.4049629462081452,27213.82317620361,-27183.82317620361,-27044.82317620361,0.001,0.0,1
2240.0,1.4049629462081452,27335.858257711247,-27305.858257711247,-27166.858257711247,0.001,0.0,1
2250.0,1.4049629462081452,27457.89333921889,-27427.89333921889,-27288.89333921889,0.001,0.0,1
2260.0,1.4049629462081452,27579.928420726526,-27549.928420726526,-27410.928420726526,0.001,0.0,1
2270.0,1.4049629462081452,27701.963502234168,-27671.963502234168,-27532.963502234168,0.001,0.0,1
2280.0,1.4049629462081452,27823.998583741806,-27793.998583741806,-27654.998583741806,0.001,0.0,1
2290.0,1.4049629462081452,27946.033665249444,-27916.033665249444,-27777.033665249444,0.001,0.0,1
2300.0,1.4049629462081452,28068.068746757086,-28038.068746757086,-27899.068746757086,0.001,0.0,1
2310.0,1.4049629462081452,28190.103828264724,-28160.103828264724,-28021.103828264724,0.001,0.0,1
2320.0,1.4049629462081452,28312.138909772362,-28282.138909772362,-28143.138909772362,0.001,0.0,1
2330.0,1.4049629462081452,28434.173991280004,-28404.173991280004,-28265.173991280004,0.001,0.0,1
2340.0,1.4049629462081452,28556.209072787642,-28526.209072787642,-28387.209072787642,0.001,0.0,1
2350.0,1.4049629462081452,28678.244154295284,-28648.244154295284,-28509.244154295284,0.001,0.0,1
2360.0,1.4049629462081452,28800.279235802922,-28770.279235802922,-28631.279235802922,0.001,0.0,1
2370.0,1.4049629462081452,28922.31431731056,-28892.31431731056,-28753.31431731056,0.001,0.0,1
2380.0,1.4049629462081452,29044.3493988182,-29014.3493988182,-28875.3493988182,0.001,0.0,1
2390.0,1.4049629462081452,29166.38448032584,-29136.38448032584,-28997.38448032584,0.001,0.0,1
2400.0,1.4049629462081452,29288.41956183348,-29258.41956183348,-29119.41956183348,0.001,0.0,1
2410.0,1.4049629462081452,29410.45464334112,-29380.45464334112,-29241.45464334112,0.001,0.0,1
2420.0,1.4049629462081452,29532.489724848758,-29502.489724848758,-29363.489724848758,0.001,0.0,1
2430.0,1.4049629462081452,29654.5248063564,-29624.5248063564,-29485.5248063564,0.001,0.0,1
2440.0,1.4049629462081452,29776.559887864038,-29746.559887864038,-29607.559887864038,0.001,0.0,1
2450.0,1.4049629462081452,29898.59496937168,-29868.59496937168,-29729.59496937168,0.001,0.0,1
2460.0,1.4049629462081452,30020.630050879317,-29990.630050879317,-29851.630050879317,0.001,0.0,1
2470.0,1.4049629462081452,30142.665132386956,-30112.665132386956,-29973.665132386956,0.001,0.0,1
2480.0,1.4049629462081452,30264.700213894597,-30234.700213894597,-30095.700213894597,0.001,0.0,1
2490.0,1.4049629462081452,30386.735295402235,-30356.735295402235,-30217.735295402235,0.001,0.0,1
2500.0,1.4049629462081452,30508.770376909873,-30478.770376909873,-30339.770376909873,0.001,0.0,1
2510.0,1.4049629462081452,30630.805458417515,-30600.805458417515,-30461.805458417515,0.001,0.0,1
2520.0,1.4049629462081452,30752.840539925153,-30722.840539925153,-30583.840539925153,0.001,0.0,1
2530.0,1.4049629462081452,30874.875621432795,-30844.875621432795,-30705.875621432795,0.001,0.0,1
2540.0,1.4049629462081452,30996.910702940433,-30966.910702940433,-30827.910702940433,0.001,0.0,1
2550.0,1.4049629462081452,31118.94578444807,-31088.94578444807,-30949.94578444807,0.001,0.0,1
2560.0,1.4049629462081452,31240.980865955713,-31210.980865955713,-31071.980865955713,0.001,0.0,1
2570.0,1.4049629462081452,31363.01594746335,-31333.01594746335,-31194.01594746335,0.001,0.0,1
2580.0,1.4049629462081452,31485.051028970993,-31455.051028970993,-31316.051028970993,0.001,0.0,1
2590.0,1.4049629462081452,31607.08611047863,-31577.08611047863,-31438.08611047863,0.001,0.0,1
2600.0,1.4049629462081452,31729.12119198627,-31699.12119198627,-31560.12119198627,0.001,0.0,1
2610.0,1.4049629462081452,31851.15627349391,-31821.15627349391,-31682.15627349391,0.001,0.0,1
2620.0,1.4049629462081452,31973.19135500155,-31943.19135500155,-31804.19135500155,0.001,0.0,1
2630.0,1.4049629462081452,32095.226436509187,-32065.226436509187,-31926.226436509187,0.001,0.0,1
2640.0,1.4049629462081452,32217.26151801683,-32187.26151801683,-32048.26151801683,0.001,0.0,1
2650.0,1.4049629462081452,32339.296599524467,-32309.296599524467,-32170.296599524467,0.001,0.0,1
2660.0,1.4049629462081452,32461.33168103211,-32431.33168103211,-32292.33168103211,0.001,0.0,1
2670.0,1.4049629462081452,32583.366762539747,-32553.366762539747,-32414.366762539747,0.001,0.0,1
2680.0,1.4049629462081452,32705.401844047385,-32675.401844047385,-32536.401844047385,0.001,0.0,1
2690.0,1.4049629462081452,32827.43692555503,-32797.43692555503,-32658.436925555026,0.001,0.0,1
2700.0,1.4049629462081452,32949.472007062664,-32919.472007062664,-32780.472007062664,0.001,0.0,1
2710.0,1.4049629462081452,33071.5070885703,-33041.5070885703,-32902.5070885703,0.001,0.0,1
2720.0,1.4049629462081452,33193.54217007794,-33163.54217007794,-33024.54217007794,0.001,0.0,1
2730.0,1.4049629462081452,33315.577251585586,-33285.577251585586,-33146.577251585586,0.001,0.0,1
