distance_m,rain_rate_mmph,humidity_pct,visibility_km,Cn2,SNR_RF_dB,SNR_FSO_dB,SNR_THz_dB,C_RF_bps,C_FSO_bps,C_THz_bps,Eb_RF_J_per_bit,Eb_FSO_J_per_bit,Eb_THz_J_per_bit,best_channel,scenario
1710.0,0.0,36.45058616983593,24.13695735821147,1e-15,0.9685961354388013,27.607148106853394,1.3252653978422302,23396639.816864382,1000000000.0,1000000000.0,4.274118026466332e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1720.0,0.0,36.45058616983593,24.13695735821147,1e-15,6.066894669442519,27.553479107834974,1.2626834916833616,46684884.195170715,1000000000.0,1000000000.0,2.142020950120391e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1730.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.845461368618402,27.50010491264706,1.2003951914074662,40370762.2672992,1000000000.0,1000000000.0,2.4770401742203715e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1740.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.7662023056124951,27.447022129255558,1.1383971124804475,26459653.497669354,1000000000.0,1000000000.0,3.779338985251954e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1750.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.171239302082526,27.39422742390383,1.0766859285556052,24152305.111447696,1000000000.0,1000000000.0,4.1403915501465765e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1760.0,0.0,36.45058616983593,24.13695735821147,1e-15,-0.30506141479176563,27.341717519784474,1.0152583701475635,19004400.179794133,1000000000.0,1000000000.0,5.261939290581875e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1770.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.83838716317986,27.28948919574949,0.9541112233434887,35481024.258831725,1000000000.0,1000000000.0,2.818407926177853e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1780.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.884185436024893,27.237539285056158,0.8932413285507721,35696666.31186627,1000000000.0,1000000000.0,2.8013820429712804e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1790.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.2543578385804466,27.185864674148476,0.8326455792798413,32790300.865467805,1000000000.0,1000000000.0,3.0496822950872106e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1800.0,0.0,36.45058616983593,24.13695735821147,1e-15,7.569200914824549,27.134462301472063,0.7723209209606239,54942311.709824264,1000000000.0,1000000000.0,1.8200908714607098e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1810.0,0.0,36.45058616983593,24.13695735821147,1e-15,-0.944973430449437,27.08332915632257,0.7122643497921217,17031290.012496028,1000000000.0,1000000000.0,5.871545838666889e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1820.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.611165574556821,27.032462277725095,0.652472911623363,44283286.967414305,1000000000.0,1000000000.0,2.258188288362258e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1830.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.741483645001352,26.981858753344753,0.5929437008653338,44964692.344097205,1000000000.0,1000000000.0,2.2239671792867862e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1840.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.025777036970837,26.93151571842668,0.5336738594322128,36367520.66826242,1000000000.0,1000000000.0,2.749706280837259e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1850.0,0.0,36.45058616983593,24.13695735821147,1e-15,8.245527777030162,26.88143035476496,0.4746605757117095,58809200.422223896,1000000000.0,1000000000.0,1.7004142086959947e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1860.0,0.0,36.45058616983593,24.13695735821147,1e-15,6.591372371317448,26.831599889699078,0.4159010835627157,49511091.62747903,1000000000.0,1000000000.0,2.0197494483135016e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1870.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.9300855005560038,26.782021595137707,0.35739266134012837,27118178.118442837,1000000000.0,1000000000.0,3.6875633592800573e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1880.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.966512922155786,26.73269278660787,0.299132630945536,46151443.86058652,1000000000.0,1000000000.0,2.166779446859307e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1890.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.5019211069772638,26.683610822329953,0.24111835690331418,33917308.31709159,1000000000.0,1000000000.0,2.9483471702737704e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1900.0,0.0,36.45058616983593,24.13695735821147,1e-15,7.06252901955267,26.6347731023168,0.18334724546065218,52103032.43799412,1000000000.0,1000000000.0,1.919274086762729e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1910.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.35324465981472,26.586177067496436,0.1258167437117379,42947695.017715104,1000000000.0,1000000000.0,2.3284136659430015e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1920.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.5323414637100115,26.537820198857816,0.06852433874433927,25537029.260875676,1000000000.0,1000000000.0,3.915882265648113e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1930.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.741044302251865,26.489700016618727,0.011467556808923973,39849805.56945148,1000000000.0,1000000000.0,2.5094225322057566e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1940.0,0.0,36.45058616983593,24.13695735821147,1e-15,0.7593004950121838,26.44181407941494,-0.045356037491075085,22632450.16771907,1000000000.0,1000000000.0,4.418434560065052e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1950.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.4599403382587326,26.39415998351086,-0.10194884198784848,29313763.28513266,1000000000.0,1000000000.0,3.411366839095612e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1960.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.46843288590442,26.346735362029435,-0.15831321771798912,43542010.91635412,1000000000.0,1000000000.0,2.2966325600373364e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1970.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.087586928942372,26.299537884202437,-0.21445148967126215,36662331.73259952,1000000000.0,1000000000.0,2.727595198509475e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
